pattern_rank,model,error_category,subrule,normalised_annotated_text,distinct_annotations,affected_documents,affected_reviewers,affected_archives,annotations_per_1000_model_tokens,prompt_candidate,example_surface_forms,example_documents,reviewers,archives
2640,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,notificado,1,1,1,1,0.02352553697038135,False,notificado,BnF_113_43,Paloma,bnf_113
2641,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,novecientos,1,1,1,1,0.02352553697038135,False,novecientos,BnF_112_08,Paloma,bnf_112
2642,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,o,1,1,1,1,0.02352553697038135,False,o,BnF_111_27,Alba,bnf_111
2643,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,obedecerían,1,1,1,1,0.02352553697038135,False,obedecerían,BnF_075_026,Arturo,bnf_075
2644,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,obligaciã³n,1,1,1,1,0.02352553697038135,False,obligaciÃ³n,BnF_266_05,Adriana,bnf_266
2645,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,obligã³,1,1,1,1,0.02352553697038135,False,obligÃ³,BnF_266_05,Adriana,bnf_266
2646,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,obstante,1,1,1,1,0.02352553697038135,False,obstante,BnF_117_03,Arturo,bnf_117
2647,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,omitiré,1,1,1,1,0.02352553697038135,False,omitiré,BP_CM_R481_071_2,Adriana,bp_cm
2648,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,ordené,1,1,1,1,0.02352553697038135,False,ordené,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg
2649,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,otros,1,1,1,1,0.02352553697038135,False,otros,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2650,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,otumba,1,1,1,1,0.02352553697038135,False,Otumba,BnF_119-148_33,Paloma,bnf_119-148
2651,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,oyã©ndoles,1,1,1,1,0.02352553697038135,False,oyÃ©ndoles,BnF_266_05,Adriana,bnf_266
2652,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,oyã³,1,1,1,1,0.02352553697038135,False,oyÃ³,BnF_266_05,Adriana,bnf_266
2653,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pactado,1,1,1,1,0.02352553697038135,False,pactado,AGN_Tierras_v2963_exp059_24,Paco,agn_tierras
2654,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,padecían,1,1,1,1,0.02352553697038135,False,padecían,UIA_Ms149_Exp3_43,Paco,uia_ms149
2655,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"para jesús, el testigo",1,1,1,1,0.02352553697038135,False,"Para Jesús, el testigo",UIA_Ms149_Exp3_31,Alba,uia_ms149
2656,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,parezca,1,1,1,1,0.02352553697038135,False,parezca,BnF_119-148_33,Paloma,bnf_119-148
2657,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pasaban,1,1,1,1,0.02352553697038135,False,Pasaban,BnF_266_07,Paco,bnf_266
2658,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pasarã­a,1,1,1,1,0.02352553697038135,False,pasarÃ­a,BnF_266_05,Adriana,bnf_266
2659,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pavana,1,1,1,1,0.02352553697038135,False,pavana,BnF_118_08,Arturo,bnf_118
2660,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pertenecieran,1,1,1,1,0.02352553697038135,False,pertenecieran,BnF_117_14,Alba,bnf_117
2661,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,perturbe,1,1,1,1,0.02352553697038135,False,perturbe,BnF_032_23,Arturo,bnf_032
2662,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,perú,1,1,1,1,0.02352553697038135,False,Perú,BnF_264_02,Paloma,bnf_264
2663,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,peste,1,1,1,1,0.02352553697038135,False,peste,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente
2664,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,petición y,1,1,1,1,0.02352553697038135,False,petición y,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus
2665,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,petición y vista,1,1,1,1,0.02352553697038135,False,petición y vista,BnF_110_13,Adriana,bnf_110
2666,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pidió,1,1,1,1,0.02352553697038135,False,pidió,BnF_032_33,Adriana,bnf_032
2667,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pierdamos,1,1,1,1,0.02352553697038135,False,pierdamos,BnF_266_05,Adriana,bnf_266
2668,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,plantaran,1,1,1,1,0.02352553697038135,False,plantaran,BnF_032_33,Adriana,bnf_032
2669,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,plã¡tica,1,1,1,1,0.02352553697038135,False,plÃ¡tica,BnF_266_05,Adriana,bnf_266
2670,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,poco y,1,1,1,1,0.02352553697038135,False,poco y,BnF_111_22,Paloma,bnf_111
2671,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,podã­an,1,1,1,1,0.02352553697038135,False,podÃ­an,BnF_266_05,Adriana,bnf_266
2672,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pongan,1,1,1,1,0.02352553697038135,False,pongan,LoC_HPKraus_138_new_14,Rodrigo,loc_hpkraus
2673,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,por,1,1,1,1,0.02352553697038135,False,por,BnF_118_06,Edna,bnf_118
2674,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,por eso,1,1,1,1,0.02352553697038135,False,por eso,BnF_032_23,Arturo,bnf_032
2675,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,poseedor,1,1,1,1,0.02352553697038135,False,poseedor,BnF_117_13,Paco,bnf_117
2676,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,poseído,1,1,1,1,0.02352553697038135,False,poseído,BnF_117_08,Edna,bnf_117
2677,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,presidente y oidores,1,1,1,1,0.02352553697038135,False,Presidente y oidores,BnF_119-148_33,Paloma,bnf_119-148
2678,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,presto,1,1,1,1,0.02352553697038135,False,presto,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2679,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"presto, os",1,1,1,1,0.02352553697038135,False,"presto, os",AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios
2680,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,probar,1,1,1,1,0.02352553697038135,False,probar,BnF_119-148_33,Paloma,bnf_119-148
2681,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,procuraseis,1,1,1,1,0.02352553697038135,False,procuraseis,UIA_Ms149_Exp2_51,Arturo,uia_ms149
2682,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,procurasteis,1,1,1,1,0.02352553697038135,False,procurasteis,UIA_Ms149_Exp2_51,Arturo,uia_ms149
2683,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pronto,1,1,1,1,0.02352553697038135,False,pronto,BnF_110_09,Alba,bnf_110
2684,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,propongo,1,1,1,1,0.02352553697038135,False,propongo,AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios
2685,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,proveo,1,1,1,1,0.02352553697038135,False,proveo,AGN_Inquisicion_v1570A_exp134_fs159-160v_02,Adriana,agn_inquisicion
2686,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pueblecitos,1,1,1,1,0.02352553697038135,False,pueblecitos,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente
2687,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pueda,1,1,1,1,0.02352553697038135,False,pueda,BnF_119-148_33,Paloma,bnf_119-148
2688,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,punción,1,1,1,1,0.02352553697038135,False,punción,BnF_110_33,Alba,bnf_110
2689,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pã³ngala,1,1,1,1,0.02352553697038135,False,pÃ³ngala,BnF_266_05,Adriana,bnf_266
2690,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,pãºlpito,1,1,1,1,0.02352553697038135,False,pÃºlpito,BnF_266_05,Adriana,bnf_266
2691,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que conozco,1,1,1,1,0.02352553697038135,False,que conozco,BnF_032_23,Arturo,bnf_032
2692,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que el que,1,1,1,1,0.02352553697038135,False,que el que,BP_CM_R481_071_2,Adriana,bp_cm
2693,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que es,1,1,1,1,0.02352553697038135,False,que es,BnF_032_33,Adriana,bnf_032
2694,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que esta,1,1,1,1,0.02352553697038135,False,que esta,BnF_032_33,Adriana,bnf_032
2695,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que está,1,1,1,1,0.02352553697038135,False,que está,BnF_116_08,Adriana,bnf_116
2696,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que han,1,1,1,1,0.02352553697038135,False,que han,BnF_118_05,Alba,bnf_118
2697,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que he residido,1,1,1,1,0.02352553697038135,False,que he residido,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente
2698,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que lo entienden,1,1,1,1,0.02352553697038135,False,que lo entienden,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente
2699,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que marcarles,1,1,1,1,0.02352553697038135,False,que marcarles,BnF_111_27,Alba,bnf_111
2700,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que morirnos de hambre,1,1,1,1,0.02352553697038135,False,que morirnos de hambre,BnF_266_06,Adriana,bnf_266
2701,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que pueda,1,1,1,1,0.02352553697038135,False,que pueda,BP_CM_R481_016,Arturo,bp_cm
2702,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que puse,1,1,1,1,0.02352553697038135,False,que puse,BnF_075_003,Adriana,bnf_075
2703,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que quiera,1,1,1,1,0.02352553697038135,False,que quiera,BnF_032_23,Arturo,bnf_032
2704,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que se,1,1,1,1,0.02352553697038135,False,que se,BnF_032_23,Arturo,bnf_032
2705,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que se había,1,1,1,1,0.02352553697038135,False,que se había,BnF_117_03,Arturo,bnf_117
2706,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,que él dijo,1,1,1,1,0.02352553697038135,False,que él dijo,BnF_266_06,Adriana,bnf_266
2707,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"que,",1,1,1,1,0.02352553697038135,False,"que,",BnF_111_27,Alba,bnf_111
2708,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quemarã­a,1,1,1,1,0.02352553697038135,False,quemarÃ­a,BnF_266_05,Adriana,bnf_266
2709,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,querã­an,1,1,1,1,0.02352553697038135,False,querÃ­an,BnF_266_05,Adriana,bnf_266
2710,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quiera,1,1,1,1,0.02352553697038135,False,quiera,BnF_174_03,Arturo,bnf_174
2711,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quinta,1,1,1,1,0.02352553697038135,False,quinta,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2712,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quitar lo,1,1,1,1,0.02352553697038135,False,quitar lo,BP_CM_R481_071_2,Adriana,bp_cm
2713,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quitaran,1,1,1,1,0.02352553697038135,False,quitaran,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,Rodrigo,agn_hospjesus
2714,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quitaron,1,1,1,1,0.02352553697038135,False,quitaron,BnF_111_22,Paloma,bnf_111
2715,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,quién,1,1,1,1,0.02352553697038135,False,quién,BnF_032_23,Arturo,bnf_032
2716,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"ratificó,",1,1,1,1,0.02352553697038135,False,"ratificó,",BnF_075_026,Arturo,bnf_075
2717,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,razón de,1,1,1,1,0.02352553697038135,False,razón de,BP_CM_32386_007_2,Rodrigo,bp_cm
2718,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,rebeldes,1,1,1,1,0.02352553697038135,False,rebeldes,BP_CM_32386_007_2,Rodrigo,bp_cm
2719,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,recibirá,1,1,1,1,0.02352553697038135,False,recibirá,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg
2720,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,recibo,1,1,1,1,0.02352553697038135,False,recibo,BnF_118_05,Alba,bnf_118
2721,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,reclamados,1,1,1,1,0.02352553697038135,False,Reclamados,BnF_118_03,Paloma,bnf_118
2722,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,remató.,1,1,1,1,0.02352553697038135,False,remató.,BnF_118_05,Alba,bnf_118
2723,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,remediarlo,1,1,1,1,0.02352553697038135,False,remediarlo,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
2724,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"reputación, por",1,1,1,1,0.02352553697038135,False,"reputación, por",AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios
2725,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,restituyeran,1,1,1,1,0.02352553697038135,False,restituyeran,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus
2726,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,reverendo,1,1,1,1,0.02352553697038135,False,Reverendo,BP_CM_R481_071_3,Javier,bp_cm
2727,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,rey,1,1,1,1,0.02352553697038135,False,rey,LoC_HPKraus_138_new_07,Edna,loc_hpkraus
2728,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sabrã¡,1,1,1,1,0.02352553697038135,False,sabrÃ¡,BnF_266_05,Adriana,bnf_266
2729,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sacado,1,1,1,1,0.02352553697038135,False,sacado,AGN_IndiferenteVirreinal_caja4156_exp025,Javier,agn_indiferentevirreinal
2730,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sacramento,1,1,1,1,0.02352553697038135,False,Sacramento,BnF_266_07,Paco,bnf_266
2731,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"sagrarios, sacó",1,1,1,1,0.02352553697038135,False,"sagrarios, sacó",BnF_266_07,Paco,bnf_266
2732,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,saliã³,1,1,1,1,0.02352553697038135,False,saliÃ³,BnF_266_05,Adriana,bnf_266
2733,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se a,1,1,1,1,0.02352553697038135,False,se a,BnF_264_03,Adriana,bnf_264
2734,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se cobre,1,1,1,1,0.02352553697038135,False,se cobre,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2735,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se cortó,1,1,1,1,0.02352553697038135,False,se cortó,BnF_283_05,Alba,bnf_283
2736,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se ha,1,1,1,1,0.02352553697038135,False,se ha,BnF_118_05,Alba,bnf_118
2737,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se le hizo,1,1,1,1,0.02352553697038135,False,se le hizo,BnF_075_026,Arturo,bnf_075
2738,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se levantã³,1,1,1,1,0.02352553697038135,False,Se levantÃ³,BnF_266_05,Adriana,bnf_266
2739,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,se me ha,1,1,1,1,0.02352553697038135,False,se me ha,BnF_113_43,Paloma,bnf_113
2740,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sebastián,1,1,1,1,0.02352553697038135,False,Sebastián,BnF_117_13,Paco,bnf_117
2741,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sería,1,1,1,1,0.02352553697038135,False,sería,BnF_113_25,Flor,bnf_113
2742,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,seáis,1,1,1,1,0.02352553697038135,False,seáis,AGN_GralParte_v001_exp1020_01,Paloma,agn_gralparte
2743,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,seã±as,1,1,1,1,0.02352553697038135,False,seÃ±as,BnF_266_05,Adriana,bnf_266
2744,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,seã±ores,1,1,1,1,0.02352553697038135,False,seÃ±ores,BnF_266_05,Adriana,bnf_266
2745,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,señaló,1,1,1,1,0.02352553697038135,False,señaló,UIA_Ms149_Exp3_31,Alba,uia_ms149
2746,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,señores se dijo,1,1,1,1,0.02352553697038135,False,señores se dijo,BnF_118_06,Edna,bnf_118
2747,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"sin cofre,",1,1,1,1,0.02352553697038135,False,"sin cofre,",BnF_266_03,Rodrigo,bnf_266
2748,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sirvientes,1,1,1,1,0.02352553697038135,False,sirvientes,UIA_Ms149_Exp3_31,Alba,uia_ms149
2749,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,situado,1,1,1,1,0.02352553697038135,False,situado,UIA_Ms149_Exp3_31,Alba,uia_ms149
2750,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sobre el,1,1,1,1,0.02352553697038135,False,sobre el,BnF_075_003,Adriana,bnf_075
2751,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sospechas,1,1,1,1,0.02352553697038135,False,sospechas,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg
2752,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,su,1,1,1,1,0.02352553697038135,False,su,BnF_118_05,Alba,bnf_118
2753,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,sujetos,1,1,1,1,0.02352553697038135,False,sujetos,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus
2754,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,suposiciã³n,1,1,1,1,0.02352553697038135,False,suposiciÃ³n,BnF_266_05,Adriana,bnf_266
2755,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,surtir,1,1,1,1,0.02352553697038135,False,surtir,BP_CM_R481_016,Arturo,bp_cm
2756,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,suscripción,1,1,1,1,0.02352553697038135,False,suscripción,BnF_032_39,Paloma,bnf_032
2757,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tambiã©n,1,1,1,1,0.02352553697038135,False,tambiÃ©n,BnF_266_05,Adriana,bnf_266
2758,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,"tenido, y",1,1,1,1,0.02352553697038135,False,"tenido, y",BnF_117_03,Arturo,bnf_117
2759,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,teniendo,1,1,1,1,0.02352553697038135,False,teniendo,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
2760,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tenía,1,1,1,1,0.02352553697038135,False,tenía,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2761,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tercera,1,1,1,1,0.02352553697038135,False,tercera,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
2762,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,terremotos,1,1,1,1,0.02352553697038135,False,terremotos,BP_CM_32386_007_2,Rodrigo,bp_cm
2763,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tiene,1,1,1,1,0.02352553697038135,False,tiene,BP_CM_R481_071_2,Adriana,bp_cm
2764,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,todos los,1,1,1,1,0.02352553697038135,False,todos los,BnF_394_07,Rodrigo,bnf_394
2765,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,toparan,1,1,1,1,0.02352553697038135,False,toparan,BnF_266_05,Adriana,bnf_266
2766,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,total,1,1,1,1,0.02352553697038135,False,total,BnF_110_09,Alba,bnf_110
2767,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,trajeron,1,1,1,1,0.02352553697038135,False,trajeron,BnF_243_18,Adriana,bnf_243
2768,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,trato,1,1,1,1,0.02352553697038135,False,Trato,BnF_264_02,Paloma,bnf_264
2769,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,treinta,1,1,1,1,0.02352553697038135,False,treinta,BnF_117_13,Paco,bnf_117
2770,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tributarios,1,1,1,1,0.02352553697038135,False,tributarios,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus
2771,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,trigo,1,1,1,1,0.02352553697038135,False,trigo,BnF_264_12,Edna,bnf_264
2772,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,trã¡igola,1,1,1,1,0.02352553697038135,False,trÃ¡igola,BnF_266_05,Adriana,bnf_266
2773,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,turno salen,1,1,1,1,0.02352553697038135,False,turno salen,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente
2774,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tuviera,1,1,1,1,0.02352553697038135,False,tuviera,BP_CM_32386_007_2,Rodrigo,bp_cm
2775,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tuvo,1,1,1,1,0.02352553697038135,False,tuvo,BnF_110_13,Adriana,bnf_110
2776,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,tuzantla,1,1,1,1,0.02352553697038135,False,tuzantla,BnF_267_23,Paco,bnf_267
2777,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,un gran,1,1,1,1,0.02352553697038135,False,un gran,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
2778,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,una,1,1,1,1,0.02352553697038135,False,Una,BnF_174_04,Paloma,bnf_174
2779,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,undécima,1,1,1,1,0.02352553697038135,False,undécima,BnF_394_07,Rodrigo,bnf_394
2780,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,valieran,1,1,1,1,0.02352553697038135,False,valieran,BnF_283_05,Alba,bnf_283
2781,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vaso,1,1,1,1,0.02352553697038135,False,vaso,BnF_266_03,Rodrigo,bnf_266
2782,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vaya,1,1,1,1,0.02352553697038135,False,vaya,AGN_Inquisicion_v1570A_exp134_fs159-160v_02,Adriana,agn_inquisicion
2783,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veinticinco,1,1,1,1,0.02352553697038135,False,veinticinco,BnF_075_003,Adriana,bnf_075
2784,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintidós,1,1,1,1,0.02352553697038135,False,veintidós,AGN_IndiferenteVirreinal_caja4071_exp024_1,Rodrigo,agn_indiferentevirreinal
2785,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintiocho,1,1,1,1,0.02352553697038135,False,veintiocho,BnF_075_003,Adriana,bnf_075
2786,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintiséis,1,1,1,1,0.02352553697038135,False,veintiséis,utblac_wbs_0912a_duplicated,Arturo,utblac_wbs
2787,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintiuno,1,1,1,1,0.02352553697038135,False,veintiuno,BnF_119-148_18,Arturo,bnf_119-148
2788,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veintiún,1,1,1,1,0.02352553697038135,False,veintiún,BnF_116_07,Adriana,bnf_116
2789,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vendido,1,1,1,1,0.02352553697038135,False,vendido,BnF_117_14,Alba,bnf_117
2790,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veras,1,1,1,1,0.02352553697038135,False,veras,BP_CM_R481_071_2,Adriana,bp_cm
2791,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,verdad,1,1,1,1,0.02352553697038135,False,verdad,BnF_032_23,Arturo,bnf_032
2792,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,veréis,1,1,1,1,0.02352553697038135,False,veréis,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
2793,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vientos,1,1,1,1,0.02352553697038135,False,vientos,BP_CM_32386_007_2,Rodrigo,bp_cm
2794,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,viera,1,1,1,1,0.02352553697038135,False,viera,BnF_111_27,Alba,bnf_111
2795,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vierais,1,1,1,1,0.02352553697038135,False,vierais,BnF_119-148_18,Arturo,bnf_119-148
2796,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vieran,1,1,1,1,0.02352553697038135,False,vieran,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
2797,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vieseis,1,1,1,1,0.02352553697038135,False,vieseis,UIA_Ms149_Exp2_51,Arturo,uia_ms149
2798,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,villa,1,1,1,1,0.02352553697038135,False,villa,BnF_394_10,Flor,bnf_394
2799,Llama 3.3 70B · 12 000 TPM,Cambios,Sustitución,vinieseis,1,1,1,1,0.02352553697038135,False,vinieseis,UIA_Ms149_Exp2_51,Arturo,uia_ms149
