pattern_row_id,analysis_scope,model,normalised_annotated_form,effective_error_category,effective_subrule,distinct_annotations,affected_documents,affected_reviewers,affected_archives,example_surface_forms,example_documents,reviewers,archives,all_form_annotations,rule_share_for_form,rule_share_wilson_lower_95,recurrent_across_documents_and_reviewers
73,all_models,ALL_MODELS,fue,Abreviaturas,No sub-rule assigned,3,3,3,3,fue | Fue,AGN_GralParte_v001_exp1020_02 | BnF_118_05 | AGN_Marina_v002_exp024_005,Edna | Alba | Flor,agn_gralparte | bnf_118 | agn_marina,6,0.5,0.1876163064826506,True
74,all_models,ALL_MODELS,q,Abreviaturas,No sub-rule assigned,14,3,3,3,q,BnF_112_23 | AGN_Mercedes_v003_exp520 | BnF_113_22,Edna | Alba | Paloma,bnf_112 | agn_mercedes | bnf_113,56,0.25,0.15517054688270682,True
75,all_models,ALL_MODELS,dos,Abreviaturas,No sub-rule assigned,4,3,3,3,dos,AGN_Marina_v004_exp006_014 | BnF_116_02 | AGI_GUADALAJARA_230_L2_F_45V-46V_1,Javier | Paco | Edna,agn_marina | bnf_116 | agi_guadalajara,14,0.2857142857142857,0.1172137864457692,True
76,all_models,ALL_MODELS,de ellas,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",4,3,2,3,de ellas,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10 | BnF_118_08 | BnF_112_08,Arturo | Paloma,agn_hospjesus | bnf_118 | bnf_112,4,1.0,0.5101091635454027,True
77,all_models,ALL_MODELS,ahora,Cambios,Sustitución,3,3,2,3,ahora,BnF_112_02 | utblac_wbs_0912a_duplicated | AGI_INDIFERENTE_1529_N8_06,Arturo | Rodrigo,bnf_112 | utblac_wbs | agi_indiferente,3,1.0,0.4385029682449545,True
78,all_models,ALL_MODELS,nro,Abreviaturas,Expansión completa,3,3,2,3,nro,BnF_113_04 | BnF_116_02 | BnF_112_04,Paco | Paloma,bnf_113 | bnf_116 | bnf_112,3,1.0,0.4385029682449545,True
79,all_models,ALL_MODELS,paso,Acentuación,No sub-rule assigned,3,3,2,3,paso,AGI_PATRONATO_182_R3_04 | BnF_104_2 | BnF_032_39,Paco | Paloma,agi_patronato | bnf_104 | bnf_032,3,1.0,0.4385029682449545,True
80,all_models,ALL_MODELS,pa,Abreviaturas,Expansión completa,5,3,2,3,pa,BnF_032_36 | AGN_Indios_v019_exp354_2 | AGN_Mercedes_v003_exp520,Paco | Alba,bnf_032 | agn_indios | agn_mercedes,6,0.8333333333333334,0.4364971778135299,True
81,all_models,ALL_MODELS,do,Cambios,Sustitución,14,3,2,3,do,BnF_104_2 | AGN_Tierras_v039-2_exp003_72 | BnF_030_21,Paco | Edna,bnf_104 | agn_tierras | bnf_030,24,0.5833333333333334,0.38834665865228757,True
82,all_models,ALL_MODELS,los,Cambios,Inserción,3,3,2,3,los,BnF_032_23 | UIA_Ms149_Exp2_51 | BnF_117_15,Arturo | Flor,bnf_032 | uia_ms149 | bnf_117,4,0.75,0.3006418425824019,True
83,all_models,ALL_MODELS,exa,Abreviaturas,Expansión completa,4,3,2,3,exa | Exa,AGN_Indios_v019_exp354_2 | UIA_Ms149_Exp3_04 | AGN_GralParte_v006_exp617_01,Alba | Rodrigo,agn_indios | uia_ms149 | agn_gralparte,7,0.5714285714285714,0.2504583645276572,True
84,all_models,ALL_MODELS,mexco,Abreviaturas,No sub-rule assigned,4,3,2,3,mexco | Mexco,BnF_112_23 | AGN_Indios_v019_exp354_2 | AGN_RealesCedDup_v030_exp874,Edna | Alba,bnf_112 | agn_indios | agn_realesceddup,7,0.5714285714285714,0.2504583645276572,True
85,all_models,ALL_MODELS,tpo,Abreviaturas,Expansión completa,3,3,2,1,tpo,BnF_267_03 | BnF_267_23 | BnF_267_15,Paco | Adriana,bnf_267,6,0.5,0.1876163064826506,True
86,all_models,ALL_MODELS,el,Cambios,Sustitución,5,3,2,3,el | El,AGN_AHHacienda_v1292_exp135 | AGI_INDIFERENTE_2065_N45_09 | BnF_266_03,Javier | Rodrigo,agn_ahhacienda | agi_indiferente | bnf_266,17,0.29411764705882354,0.1327998961029523,True
87,all_models,ALL_MODELS,mi,Cambios,Deleción,8,3,2,3,mi,BnF_030_22 | BnF_104_2 | BnF_032_39,Paco | Paloma,bnf_030 | bnf_104 | bnf_032,33,0.24242424242424243,0.12831713377175014,True
88,all_models,ALL_MODELS,dos,Abreviaturas,Expansión completa,4,3,2,3,dos,BnF_104_2 | BnF_112_25 | BnF_075_014,Paco | Alba,bnf_104 | bnf_112 | bnf_075,14,0.2857142857142857,0.1172137864457692,True
89,all_models,ALL_MODELS,del,Cambios,Deleción,7,3,2,2,del,BnF_174_04 | AGI_INDIFERENTE_1529_N36_07 | AGI_INDIFERENTE_2065_N45_09,Paloma | Rodrigo,bnf_174 | agi_indiferente,36,0.19444444444444445,0.09753095418928728,True
90,all_models,ALL_MODELS,mi,Cambios,Sustitución,6,3,2,3,mi,BnF_030_22 | BnF_104_2 | BnF_032_39,Paco | Paloma,bnf_030 | bnf_104 | bnf_032,33,0.18181818181818182,0.08610768208940665,True
91,all_models,ALL_MODELS,del,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",6,3,2,3,del,BnF_112_25 | AGS_CE_RG_L379_02 | utblac_eog_j_04_duplicated_02,Paco | Arturo,bnf_112 | ags_ce | utblac_eog,36,0.16666666666666666,0.07870447595018112,True
92,all_models,ALL_MODELS,de,Cambios,Inserción,3,3,2,3,de,BnF_113_22 | AGI_CONTRATACION_1089_N8_176 | BnF_119-148_16,Paloma | Flor,bnf_113 | agi_contratacion | bnf_119-148,21,0.14285714285714285,0.0498101249972527,True
93,all_models,ALL_MODELS,que,Cambios,Deleción,3,3,2,3,Que | que,AGN_AHHacienda_v268_exp046_03 | BnF_112_02 | BnF_394_07,Arturo | Rodrigo,agn_ahhacienda | bnf_112 | bnf_394,33,0.09090909090909091,0.03140394152458165,True
94,all_models,ALL_MODELS,v. s.,Abreviaturas,Expansión completa,16,2,2,1,V. S.,BnF_174_03 | BnF_174_04,Arturo | Paloma,bnf_174,16,1.0,0.8063923194655636,True
95,all_models,ALL_MODELS,gos,Abreviaturas,Expansión completa,9,2,2,1,Gos,BnF_032_36 | BnF_032_33,Paco | Adriana,bnf_032,9,1.0,0.700854951580456,True
96,all_models,ALL_MODELS,tlacotepec,Filológicas - instrucciones,No modificar otros idiomas,7,2,2,1,Tlacotepec,BnF_032_33 | BnF_032_23,Adriana | Arturo,bnf_032,7,1.0,0.6456695649333126,True
97,all_models,ALL_MODELS,p.,Abreviaturas,Expansión completa,6,2,2,2,P.,BnF_264_03 | BnF_244_04,Adriana | Edna,bnf_264 | bnf_244,6,1.0,0.6096657120978346,True
98,all_models,ALL_MODELS,ao,Abreviaturas,Expansión completa,5,2,2,2,ao,BnF_032_36 | AGN_AHHacienda_v268_exp046_01,Paco | Adriana,bnf_032 | agn_ahhacienda,5,1.0,0.5655175352168252,True
99,all_models,ALL_MODELS,quiso,Cambios,Sustitución,5,2,2,2,quiso,AGN_Tierras_v039-2_exp003_72 | BnF_111_20,Edna | Flor,agn_tierras | bnf_111,5,1.0,0.5655175352168252,True
100,all_models,ALL_MODELS,rl,Abreviaturas,Expansión completa,5,2,2,2,Rl | RL,AGN_AHHacienda_v268_exp046_01 | AGN_Indios_v019_exp354_2,Adriana | Alba,agn_ahhacienda | agn_indios,5,1.0,0.5655175352168252,True
101,all_models,ALL_MODELS,albaneses,Cambios,Sustitución,5,2,2,1,albaneses,BnF_030_22 | BnF_030_21,Paco | Edna,bnf_030,5,1.0,0.5655175352168252,True
102,all_models,ALL_MODELS,camellon,Acentuación,No sub-rule assigned,5,2,2,1,camellon | Camellon,BnF_112_02 | BnF_112_23,Arturo | Edna,bnf_112,5,1.0,0.5655175352168252,True
103,all_models,ALL_MODELS,cortes,Acentuación,No sub-rule assigned,5,2,2,1,cortes | Cortes,AGI_CONTRATACION_1089_N8_151 | AGI_CONTRATACION_1089_N8_176,Paco | Flor,agi_contratacion,5,1.0,0.5655175352168252,True
104,all_models,ALL_MODELS,myguel,Filológicas - instrucciones,Regularización de i/y vocálicas,4,2,2,2,myguel,BnF_113_22 | BnF_111_20,Paloma | Flor,bnf_113 | bnf_111,4,1.0,0.5101091635454027,True
105,all_models,ALL_MODELS,p,Abreviaturas,Expansión completa,4,2,2,2,P | p,BnF_174_02 | AGN_AHHacienda_v268_exp046_01,Javier | Adriana,bnf_174 | agn_ahhacienda,4,1.0,0.5101091635454027,True
106,all_models,ALL_MODELS,están,Cambios,Sustitución,4,2,2,1,Están,BnF_030_21 | BnF_030_27,Edna | Rodrigo,bnf_030,4,1.0,0.5101091635454027,True
107,all_models,ALL_MODELS,allá,Cambios,Sustitución,3,2,2,2,allá,AGN_Tierras_v039-2_exp003_72 | AGI_INDIFERENTE_2065_N45_09,Edna | Rodrigo,agn_tierras | agi_indiferente,3,1.0,0.4385029682449545,True
108,all_models,ALL_MODELS,audía,Abreviaturas,Expansión completa,3,2,2,2,audía,BnF_116_02 | AGI_GUADALAJARA_230_L2_F_45V-46V_2,Paco | Adriana,bnf_116 | agi_guadalajara,3,1.0,0.4385029682449545,True
109,all_models,ALL_MODELS,ciud,Abreviaturas,Expansión completa,3,2,2,2,ciud | Ciud,BNE_ms3047_4 | AGN_RealesCedDup_v050_exp062,Javier | Paloma,bne_ms3047 | agn_realesceddup,3,1.0,0.4385029682449545,True
110,all_models,ALL_MODELS,ciudad,Cambios,Sustitución,3,2,2,2,ciudad,BnF_032_39 | BnF_394_07,Paloma | Rodrigo,bnf_032 | bnf_394,3,1.0,0.4385029682449545,True
111,all_models,ALL_MODELS,de ello,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",3,2,2,2,de ello,BnF_075_035 | utblac_wbs_1433_duplicated_1,Arturo | Rodrigo,bnf_075 | utblac_wbs,3,1.0,0.4385029682449545,True
112,all_models,ALL_MODELS,de estos,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",3,2,2,2,de estos,Mechoacan_Yurirapundaro_1 | AGI_INDIFERENTE_1529_N8_06,Adriana | Rodrigo,mechoacan_yurirapundaro | agi_indiferente,3,1.0,0.4385029682449545,True
113,all_models,ALL_MODELS,del pueblo,Cambios,Deleción,3,2,2,2,del pueblo,BnF_116_02 | AGN_Indios_v009_exp003_fs4v-5_01,Paco | Arturo,bnf_116 | agn_indios,3,1.0,0.4385029682449545,True
114,all_models,ALL_MODELS,doze,Filológicas - mecánicas,Regularización de sibilantes,3,2,2,2,doze,AGI_CONTRATACION_1183_N8_78 | AGN_RealesCedDup_v030_exp874,Adriana | Alba,agi_contratacion | agn_realesceddup,3,1.0,0.4385029682449545,True
115,all_models,ALL_MODELS,herdo,Abreviaturas,Expansión completa,3,2,2,2,herdo | Herdo,AGN_AHHacienda_v1292_exp135 | BnF_075_003,Javier | Adriana,agn_ahhacienda | bnf_075,3,1.0,0.4385029682449545,True
116,all_models,ALL_MODELS,nueba,Filológicas - instrucciones,Regularización de labiales (b/v),3,2,2,2,nueba,AGI_PATRONATO_182_R3_04 | AGN_Mercedes_v003_exp520,Paco | Alba,agi_patronato | agn_mercedes,3,1.0,0.4385029682449545,True
117,all_models,ALL_MODELS,perez,Acentuación,No sub-rule assigned,3,2,2,2,perez | Perez,AGI_CONTRATACION_1089_N8_151 | AGN_Indios_v019_exp354_2,Paco | Alba,agi_contratacion | agn_indios,3,1.0,0.4385029682449545,True
118,all_models,ALL_MODELS,posesion,Acentuación,No sub-rule assigned,3,2,2,2,posesion,BnF_112_02 | AGN_Mercedes_v003_exp520,Arturo | Alba,bnf_112 | agn_mercedes,3,1.0,0.4385029682449545,True
119,all_models,ALL_MODELS,r.,Abreviaturas,Expansión completa,3,2,2,2,R.,BnF_264_03 | AGN_Indios_v019_exp354_2,Adriana | Alba,bnf_264 | agn_indios,3,1.0,0.4385029682449545,True
120,all_models,ALL_MODELS,rego,Abreviaturas,Expansión completa,3,2,2,2,rego,AGI_CONTRATACION_1089_N8_151 | AGN_GralParte_v006_exp617_01,Paco | Rodrigo,agi_contratacion | agn_gralparte,3,1.0,0.4385029682449545,True
121,all_models,ALL_MODELS,ro,Abreviaturas,Expansión completa,3,2,2,2,Ro | ro,AGN_Inquisicion_v1568A_exp152_fs115-116v_03 | BnF_113_04,Javier | Paco,agn_inquisicion | bnf_113,3,1.0,0.4385029682449545,True
122,all_models,ALL_MODELS,seã±or,Cambios,Otros,3,2,2,2,seÃ±or,BnF_266_05 | BNE_ms3047_1,Adriana | Rodrigo,bnf_266 | bne_ms3047,3,1.0,0.4385029682449545,True
123,all_models,ALL_MODELS,terminos,Acentuación,No sub-rule assigned,3,2,2,2,terminos,AGN_Mercedes_v003_exp520 | AGN_GralParte_v006_exp617_01,Alba | Rodrigo,agn_mercedes | agn_gralparte,3,1.0,0.4385029682449545,True
124,all_models,ALL_MODELS,vo,Abreviaturas,Expansión completa,3,2,2,2,Vo | vo,AGI_CONTRATACION_1089_N8_151 | utblac_gg_mss_g62_duplicated_11,Paco | Alba,agi_contratacion | utblac_gg,3,1.0,0.4385029682449545,True
125,all_models,ALL_MODELS,xptoval,Abreviaturas,Expansión completa,3,2,2,2,Xptoval | xptoval,AGI_PATRONATO_182_R3_04 | AGN_Indios_v019_exp354_2,Paco | Alba,agi_patronato | agn_indios,3,1.0,0.4385029682449545,True
126,all_models,ALL_MODELS,caxa,Filológicas - instrucciones,x sibilante → j,3,2,2,1,caxa,AGN_AHHacienda_v1292_exp135 | AGN_AHHacienda_v268_exp046_01,Javier | Adriana,agn_ahhacienda,3,1.0,0.4385029682449545,True
127,all_models,ALL_MODELS,esno,Abreviaturas,Expansión completa,3,2,2,1,esno,BnF_032_36 | BnF_032_23,Paco | Arturo,bnf_032,3,1.0,0.4385029682449545,True
128,all_models,ALL_MODELS,franca,Abreviaturas,Expansión completa,3,2,2,1,Franca,BnF_243_18 | BnF_243_16,Adriana | Rodrigo,bnf_243,3,1.0,0.4385029682449545,True
129,all_models,ALL_MODELS,llamava,Filológicas - instrucciones,Regularización de labiales (b/v),3,2,2,1,llamava,BnF_112_02 | BnF_112_23,Arturo | Edna,bnf_112,3,1.0,0.4385029682449545,True
130,all_models,ALL_MODELS,escribo,Abreviaturas,Expansión completa,5,2,2,2,escribo,BnF_104_2 | BnF_032_39,Paco | Paloma,bnf_104 | bnf_032,6,0.8333333333333334,0.4364971778135299,True
131,all_models,ALL_MODELS,anos,Filológicas - instrucciones,Regularización de la nasal palatal,6,2,2,2,anos,AGI_CONTRATACION_1183_N8_78 | BnF_113_22,Adriana | Paloma,agi_contratacion | bnf_113,8,0.75,0.40927543031016894,True
132,all_models,ALL_MODELS,españa,Cambios,Deleción,4,2,2,2,España,AGN_Mercedes_v003_exp520 | AGI_PATRONATO_181_R13_1,Alba | Paloma,agn_mercedes | agi_patronato,5,0.8,0.37553462976252533,True
133,all_models,ALL_MODELS,mã¡s,Cambios,Otros,4,2,2,2,mÃ¡s,BnF_266_05 | BNE_ms3047_1,Adriana | Rodrigo,bnf_266 | bne_ms3047,5,0.8,0.37553462976252533,True
134,all_models,ALL_MODELS,rio,Acentuación,No sub-rule assigned,4,2,2,2,rio,AGI_CONTRATACION_1089_N8_151 | AGI_PATRONATO_182_R3_01,Paco | Alba,agi_contratacion | agi_patronato,5,0.8,0.37553462976252533,True
135,all_models,ALL_MODELS,adjudico,Acentuación,No sub-rule assigned,2,2,2,2,adjudico,BnF_032_36 | BnF_112_02,Paco | Arturo,bnf_032 | bnf_112,2,1.0,0.3423802275066531,True
136,all_models,ALL_MODELS,asi,Acentuación,No sub-rule assigned,2,2,2,2,asi,BnF_244_05 | AGN_Indios_v019_exp354_2,Edna | Alba,bnf_244 | agn_indios,2,1.0,0.3423802275066531,True
137,all_models,ALL_MODELS,aya,Filológicas - instrucciones,Regularización de H etimológica,2,2,2,2,aya,AGN_Indios_v019_exp354_2 | utblac_eog_v_41_orig_03,Alba | Flor,agn_indios | utblac_eog,2,1.0,0.3423802275066531,True
138,all_models,ALL_MODELS,boluntad,Filológicas - instrucciones,Regularización de labiales (b/v),2,2,2,2,boluntad,BnF_112_23 | AGN_Mercedes_v003_exp520,Edna | Alba,bnf_112 | agn_mercedes,2,1.0,0.3423802275066531,True
139,all_models,ALL_MODELS,braza,Cambios,Sustitución,2,2,2,2,braza,BP_CM_R494_156_2 | BnF_032_23,Javier | Arturo,bp_cm | bnf_032,2,1.0,0.3423802275066531,True
140,all_models,ALL_MODELS,capitan,Acentuación,No sub-rule assigned,2,2,2,2,Capitan | capitan,BnF_174_03 | AGI_PATRONATO_182_R3_01,Arturo | Alba,bnf_174 | agi_patronato,2,1.0,0.3423802275066531,True
141,all_models,ALL_MODELS,catorze,Filológicas - mecánicas,Regularización de sibilantes,2,2,2,2,Catorze | catorze,AGI_CONTRATACION_1183_N8_78 | BnF_111_20,Adriana | Flor,agi_contratacion | bnf_111,2,1.0,0.3423802275066531,True
142,all_models,ALL_MODELS,cien,Cambios,Sustitución,2,2,2,2,cien,BnF_119-148_24 | BnF_118_06,Adriana | Edna,bnf_119-148 | bnf_118,2,1.0,0.3423802275066531,True
143,all_models,ALL_MODELS,dello,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",2,2,2,2,dello,BnF_112_23 | AGI_INDIFERENTE_2065_N45_11,Edna | Alba,bnf_112 | agi_indiferente,2,1.0,0.3423802275066531,True
144,all_models,ALL_MODELS,despues,Acentuación,No sub-rule assigned,2,2,2,2,despues,AGI_PATRONATO_182_R3_01 | BnF_113_22,Alba | Paloma,agi_patronato | bnf_113,2,1.0,0.3423802275066531,True
145,all_models,ALL_MODELS,dije,Cambios,Sustitución,2,2,2,2,dije,BnF_032_23 | AGN_GralParte_v001_exp1020_01,Arturo | Paloma,bnf_032 | agn_gralparte,2,1.0,0.3423802275066531,True
146,all_models,ALL_MODELS,dizen,Filológicas - mecánicas,Regularización de sibilantes,2,2,2,2,dizen,BnF_112_02 | BnF_113_22,Arturo | Paloma,bnf_112 | bnf_113,2,1.0,0.3423802275066531,True
147,all_models,ALL_MODELS,dn.,Abreviaturas,Expansión completa,2,2,2,2,Dn.,BnF_167_29 | BnF_174_03,Adriana | Arturo,bnf_167 | bnf_174,2,1.0,0.3423802275066531,True
148,all_models,ALL_MODELS,envió,Cambios,Sustitución,2,2,2,2,envió,BnF_032_33 | BnF_266_03,Adriana | Rodrigo,bnf_032 | bnf_266,2,1.0,0.3423802275066531,True
149,all_models,ALL_MODELS,etc.,Abreviaturas,Expansión completa,2,2,2,2,etc.,BnF_174_03 | AGN_Indios_v002_exp835,Arturo | Paloma,bnf_174 | agn_indios,2,1.0,0.3423802275066531,True
150,all_models,ALL_MODELS,governador,Filológicas - instrucciones,Regularización de labiales (b/v),2,2,2,2,governador,BnF_112_02 | BnF_111_20,Arturo | Flor,bnf_112 | bnf_111,2,1.0,0.3423802275066531,True
151,all_models,ALL_MODELS,haya,Cambios,Sustitución,2,2,2,2,haya,AGN_Indios_v002_exp835 | AMP_AC_v021__doc026_1,Paloma | Rodrigo,agn_indios | amp_ac,2,1.0,0.3423802275066531,True
152,all_models,ALL_MODELS,haze,Filológicas - mecánicas,Regularización de sibilantes,2,2,2,2,haze,AGN_AHHacienda_v1292_exp135 | BnF_112_02,Javier | Arturo,agn_ahhacienda | bnf_112,2,1.0,0.3423802275066531,True
153,all_models,ALL_MODELS,hemos,Cambios,Sustitución,2,2,2,2,hemos,BnF_119-148_24 | BnF_111_27,Adriana | Alba,bnf_119-148 | bnf_111,2,1.0,0.3423802275066531,True
154,all_models,ALL_MODELS,hera,Filológicas - instrucciones,Regularización de H etimológica,2,2,2,2,hera,BnF_032_33 | BnF_112_02,Adriana | Arturo,bnf_032 | bnf_112,2,1.0,0.3423802275066531,True
155,all_models,ALL_MODELS,hubieren,Cambios,Sustitución,2,2,2,2,hubieren,AGN_Indios_v009_exp002_fs3v-4_01 | BnF_112_08,Arturo | Paloma,agn_indios | bnf_112,2,1.0,0.3423802275066531,True
156,all_models,ALL_MODELS,magno,Abreviaturas,Expansión completa,2,2,2,2,magno,BnF_104_2 | AMP_AC_v021__doc026_1,Paco | Rodrigo,bnf_104 | amp_ac,2,1.0,0.3423802275066531,True
157,all_models,ALL_MODELS,magno,Cambios,Sustitución,2,2,2,2,magno,BnF_104_2 | AMP_AC_v021__doc026_1,Paco | Rodrigo,bnf_104 | amp_ac,2,1.0,0.3423802275066531,True
158,all_models,ALL_MODELS,mdo,Abreviaturas,Expansión completa,2,2,2,2,mdo,AGN_Indios_v019_exp354_2 | AGN_GralParte_v006_exp617_01,Alba | Rodrigo,agn_indios | agn_gralparte,2,1.0,0.3423802275066531,True
159,all_models,ALL_MODELS,mil quinientos sesenta,Cambios,Deleción,2,2,2,2,mil quinientos sesenta,BnF_113_43 | BnF_243_16,Paloma | Rodrigo,bnf_113 | bnf_243,2,1.0,0.3423802275066531,True
160,all_models,ALL_MODELS,modo,Abreviaturas,Expansión completa,2,2,2,2,modo,AGI_GUADALAJARA_230_L2_F_45V-46V_2 | AGN_Tierras_v039-2_exp003_72,Adriana | Edna,agi_guadalajara | agn_tierras,2,1.0,0.3423802275066531,True
161,all_models,ALL_MODELS,muchas,Cambios,Sustitución,2,2,2,2,muchas,BnF_167_29 | AGI_INDIFERENTE_2065_N45_09,Adriana | Rodrigo,bnf_167 | agi_indiferente,2,1.0,0.3423802275066531,True
162,all_models,ALL_MODELS,ne,Abreviaturas,Expansión completa,2,2,2,2,ne,AGN_AHHacienda_v1292_exp135 | BnF_112_02,Javier | Arturo,agn_ahhacienda | bnf_112,2,1.0,0.3423802275066531,True
163,all_models,ALL_MODELS,obligo,Acentuación,No sub-rule assigned,2,2,2,2,obligo,AGI_CONTRATACION_1089_N8_151 | AGN_AHHacienda_v268_exp046_03,Paco | Arturo,agi_contratacion | agn_ahhacienda,2,1.0,0.3423802275066531,True
164,all_models,ALL_MODELS,partdo,Abreviaturas,Expansión completa,2,2,2,2,Partdo | partdo,AGN_AHHacienda_v1292_exp135 | AGN_RealesCedDup_v050_exp062,Javier | Paloma,agn_ahhacienda | agn_realesceddup,2,1.0,0.3423802275066531,True
165,all_models,ALL_MODELS,pidio,Acentuación,No sub-rule assigned,2,2,2,2,pidio,BnF_112_02 | AGN_GralParte_v006_exp617_01,Arturo | Rodrigo,bnf_112 | agn_gralparte,2,1.0,0.3423802275066531,True
166,all_models,ALL_MODELS,prueba,Cambios,Sustitución,2,2,2,2,prueba,BnF_117_03 | BnF_110_29,Arturo | Paloma,bnf_117 | bnf_110,2,1.0,0.3423802275066531,True
167,all_models,ALL_MODELS,pueblo,Abreviaturas,Expansión completa,2,2,2,2,pueblo,BnF_112_25 | AGN_Indios_v019_exp354_2,Paco | Alba,bnf_112 | agn_indios,2,1.0,0.3423802275066531,True
168,all_models,ALL_MODELS,qto,Abreviaturas,Expansión completa,2,2,2,2,qto,AGN_AHHacienda_v268_exp046_01 | AGN_Indios_v019_exp354_2,Adriana | Alba,agn_ahhacienda | agn_indios,2,1.0,0.3423802275066531,True
169,all_models,ALL_MODELS,que está,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",2,2,2,2,que está,BnF_116_08 | utblac_eog_j_04_duplicated_02,Adriana | Arturo,bnf_116 | utblac_eog,2,1.0,0.3423802275066531,True
170,all_models,ALL_MODELS,seiso,Abreviaturas,Expansión completa,2,2,2,2,Seiso | seiso,AGN_Indios_v019_exp354_2 | AGN_RealesCedDup_v050_exp062,Alba | Paloma,agn_indios | agn_realesceddup,2,1.0,0.3423802275066531,True
171,all_models,ALL_MODELS,servo,Abreviaturas,Expansión completa,2,2,2,2,Servo | servo,AGN_Indios_v009_exp003_fs4v-5_01 | BNE_ms3047_1,Arturo | Rodrigo,agn_indios | bne_ms3047,2,1.0,0.3423802275066531,True
172,all_models,ALL_MODELS,ses,Abreviaturas,Expansión completa,2,2,2,2,ses,AGN_AHHacienda_v268_exp046_03 | UIA_Ms149_Exp3_04,Arturo | Alba,agn_ahhacienda | uia_ms149,2,1.0,0.3423802275066531,True
173,all_models,ALL_MODELS,siembra,Cambios,Sustitución,2,2,2,2,siembra,UIA_Ms149_Exp3_43 | BnF_174_05,Paco | Adriana,uia_ms149 | bnf_174,2,1.0,0.3423802275066531,True
174,all_models,ALL_MODELS,teniendo,Cambios,Sustitución,2,2,2,2,teniendo,AGI_GUADALAJARA_230_L2_F_45V-46V_2 | utblac_wbs_1433_duplicated_1,Adriana | Rodrigo,agi_guadalajara | utblac_wbs,2,1.0,0.3423802275066531,True
175,all_models,ALL_MODELS,vendio,Acentuación,No sub-rule assigned,2,2,2,2,vendio,BnF_112_02 | AGN_GralParte_v006_exp617_01,Arturo | Rodrigo,bnf_112 | agn_gralparte,2,1.0,0.3423802275066531,True
176,all_models,ALL_MODELS,vino,Cambios,Sustitución,2,2,2,2,Vino,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02 | BnF_266_03,Paco | Rodrigo,agn_hospjesus | bnf_266,2,1.0,0.3423802275066531,True
177,all_models,ALL_MODELS,yglesia,Filológicas - instrucciones,Regularización de i/y vocálicas,2,2,2,2,yglesia,BnF_112_04 | BnF_111_20,Paloma | Flor,bnf_112 | bnf_111,2,1.0,0.3423802275066531,True
178,all_models,ALL_MODELS,carvajal,Cambios,Deleción,2,2,2,1,carvajal | Carvajal,BnF_112_25 | BnF_112_02,Paco | Arturo,bnf_112,2,1.0,0.3423802275066531,True
179,all_models,ALL_MODELS,consdo,Abreviaturas,Expansión completa,2,2,2,1,consdo,AGI_CONTRATACION_1091_N3_098 | AGI_CONTRATACION_1089_N8_151,Javier | Paco,agi_contratacion,2,1.0,0.3423802275066531,True
180,all_models,ALL_MODELS,dava,Filológicas - instrucciones,Regularización de labiales (b/v),2,2,2,1,dava,BnF_112_23 | BnF_112_04,Edna | Paloma,bnf_112,2,1.0,0.3423802275066531,True
181,all_models,ALL_MODELS,debaxo,Filológicas - instrucciones,x sibilante → j,2,2,2,1,debaxo,BnF_112_02 | BnF_112_04,Arturo | Paloma,bnf_112,2,1.0,0.3423802275066531,True
182,all_models,ALL_MODELS,dexo,Filológicas - instrucciones,x sibilante → j,2,2,2,1,dexo,BnF_112_02 | BnF_112_23,Arturo | Edna,bnf_112,2,1.0,0.3423802275066531,True
183,all_models,ALL_MODELS,noroeste,Cambios,Sustitución,2,2,2,1,noroeste,BnF_174_03 | BnF_174_04,Arturo | Paloma,bnf_174,2,1.0,0.3423802275066531,True
184,all_models,ALL_MODELS,sigtes,Abreviaturas,Expansión completa,2,2,2,1,Sigtes | sigtes,BNE_ms3047_4 | BNE_ms3047_1,Javier | Rodrigo,bne_ms3047,2,1.0,0.3423802275066531,True
185,all_models,ALL_MODELS,so,Abreviaturas,Expansión completa,2,2,2,1,So,BnF_117_13 | BnF_117_03,Paco | Arturo,bnf_117,2,1.0,0.3423802275066531,True
186,all_models,ALL_MODELS,tie,Abreviaturas,Expansión completa,2,2,2,1,tie,BNE_ms3047_4 | BNE_ms3047_1,Javier | Rodrigo,bne_ms3047,2,1.0,0.3423802275066531,True
187,all_models,ALL_MODELS,poco,Cambios,Sustitución,5,2,2,2,poco,AGN_Tierras_v039-2_exp003_72 | AGI_INDIFERENTE_2065_N45_09,Edna | Rodrigo,agn_tierras | agi_indiferente,8,0.625,0.3057423946026273,True
188,all_models,ALL_MODELS,señor,Cambios,Sustitución,5,2,2,2,señor,BnF_075_003 | BnF_030_27,Adriana | Rodrigo,bnf_075 | bnf_030,8,0.625,0.3057423946026273,True
189,all_models,ALL_MODELS,dio,Abreviaturas,Expansión completa,3,2,2,2,dio,BnF_112_02 | BnF_075_014,Arturo | Alba,bnf_112 | bnf_075,4,0.75,0.3006418425824019,True
